Covered_Recipient_Type,Teaching_Hospital_ID,Teaching_Hospital_Name,Physician_Profile_ID,Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_Zip_Code,Physician_Primary_Type,Physician_Specialty,Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Name_of_Study,Research_Information_Link,Context_of_Research
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,3480.91,06/23/2015,In-kind items and services,318679260,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,8563.93,06/23/2015,In-kind items and services,318679284,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,5950 UNIVERSITY AVE STE 195,,WEST DES MOINES,50266,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,661.42,06/11/2015,In-kind items and services,318689290,,,Eff Elderly T2DM study - SC,,
Non-covered Recipient Entity,,,,,,,2 GILMORE HALL,,IOWA CITY,52242,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,83.65,10/27/2015,In-kind items and services,318717763,PRALUENT,,Open Label Study of Long Term Safety Evaluation of Alirocumab,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,52.25,06/12/2015,In-kind items and services,318689466,,,Eff-Humalog vs Lispro-T1DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,1854.25,06/04/2015,In-kind items and services,318692871,,,Eff Elderly T2DM study - SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,26.25,06/23/2015,In-kind items and services,318679653,,,Eff Elderly T2DM study - SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,386.49,06/29/2015,In-kind items and services,318683146,,,Eff-Humalog vs Lispro-T1DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,336.00,06/12/2015,In-kind items and services,318690297,,,Eff-Humalog vs Lispro-T1DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,1110.00,06/12/2015,In-kind items and services,318690316,,,Eff-Humalog vs Lispro-T1DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,107.00,12/28/2015,In-kind items and services,318669745,LEMTRADA,,Relapsing Forms of MS,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,8.90,06/16/2015,In-kind items and services,318677150,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,115.50,06/16/2015,In-kind items and services,318677175,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,21.24,06/29/2015,In-kind items and services,318683995,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,245.62,06/29/2015,In-kind items and services,318684027,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,98.40,06/29/2015,In-kind items and services,318684055,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,24.40,06/29/2015,In-kind items and services,318684079,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,B5 JESSUP HALL,ATN: GRANT ACCTING OFFICE,IOWA CITY,52242,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,78.64,11/23/2015,In-kind items and services,318709552,PRALUENT,,ODYSSEY Outcomes: Evaluation of Cardiovascular Outcomes After an Acute Coronary Syndrome During Treatment With Alirocumab SAR236553 (REGN727),,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,21.74,06/16/2015,In-kind items and services,318677207,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,92.50,06/16/2015,In-kind items and services,318677230,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,550.50,06/16/2015,In-kind items and services,318677251,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,1024.62,06/17/2015,In-kind items and services,318677562,,,Eff Elderly T2DM study - SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,177.70,06/29/2015,In-kind items and services,318684608,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,352.90,06/29/2015,In-kind items and services,318684624,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,79.45,11/23/2015,In-kind items and services,318670630,LEMTRADA,,Relapsing Forms of MS,,
Non-covered Recipient Entity,,,,,,,1215 DUFF AVE,,AMES,50010,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,325.50,10/27/2015,In-kind items and services,318713716,PRALUENT,,ODYSSEY Outcomes: Evaluation of Cardiovascular Outcomes After an Acute Coronary Syndrome During Treatment With Alirocumab SAR236553 (REGN727),,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,48.00,08/31/2015,In-kind items and services,318622165,,,"Six-month, Randomized, Open-label, Parallel-group Comparison of the Insulin Analog SAR342434 to Humalog in Adult Patients With Type 2 Diabetes Mellitus Also Using Insulin Glargine",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,115.50,04/28/2015,Cash or cash equivalent,318620037,,,"A Randomized, Open-label, 2-arm Parallel-group, Multicenter, 26-week Study Assessing the Safety and Efficacy of H0E901-U300 Versus Lantus in Older Patients With Type 2 Diabetes Inadequately Controlled",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,154.27,08/05/2015,In-kind items and services,318624915,,,"A Randomized, Open-label, 2-arm Parallel-group, Multicenter, 26-week Study Assessing the Safety and Efficacy of H0E901-U300 Versus Lantus in Older Patients With Type 2 Diabetes Inadequately Controlled",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,51.54,02/10/2015,In-kind items and services,318630636,,,"Sixmonth, Randomized, Openlabel, Parallelgroup Comparison of the Insulin Analog SAR342434 to Humalog in Adult Patients With Type 2 Diabetes Mellitus Also Using Insulin Glargine",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,234.21,04/27/2015,Cash or cash equivalent,318620086,,,"Six-month, Randomized, Open-label, Parallel-group Comparison of the Insulin Analog SAR342434 to Humalog? in Adult Patients With Type 2 Diabetes Mellitus Also Using Insulin Glargine",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,150.40,05/05/2015,Cash or cash equivalent,318620186,,,"A Randomized, Open-label, 2-arm Parallel-group, Multicenter, 26-week Study Assessing the Safety and Efficacy of H0E901-U300 Versus Lantus in Older Patients With Type 2 Diabetes Inadequately Controlled",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,48.00,07/16/2015,In-kind items and services,318627877,,,"Six-month, Randomized, Open-label, Parallel-group Comparison of the Insulin Analog SAR342434 to Humalog in Adult Patients With Type 2 Diabetes Mellitus Also Using Insulin Glargine",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,33.97,02/24/2015,In-kind items and services,318630790,,,"A Randomized, Openlabel, 2arm Parallelgroup, Multicenter, 26week Study Assessing the Safety and Efficacy of H0E901U300 Versus Lantus in Older Patients With Type 2 Diabetes Inadequately Controlled on A",,
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,56.75,09/25/2015,In-kind items and services,318615128,LEMTRADA,,Relapsing Forms of MS,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,271.27,02/05/2015,In-kind items and services,318628006,,,"Sixmonth, Randomized, Openlabel, Parallelgroup Comparison of the Insulin Analog SAR342434 to Humalog in Adult Patients With Type 2 Diabetes Mellitus Also Using Insulin Glargine",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,122.87,06/16/2015,Cash or cash equivalent,318622868,,,"A Randomized, Open-label, 2-arm Parallel-group, Multicenter, 26-week Study Assessing the Safety and Efficacy of H0E901-U300 Versus Lantus in Older Patients With Type 2 Diabetes Inadequately Controlled",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,42.60,06/15/2015,Cash or cash equivalent,318622910,,,"A Randomized, Open-label, 2-arm Parallel-group, Multicenter, 26-week Study Assessing the Safety and Efficacy of H0E901-U300 Versus Lantus in Older Patients With Type 2 Diabetes Inadequately Controlled",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,198.00,06/15/2015,Cash or cash equivalent,318622928,,,"Six-month, Randomized, Open-label, Parallel-group Comparison of the Insulin Analog SAR342434 to Humalog? in Adult Patients With Type 2 Diabetes Mellitus Also Using Insulin Glargine",,
Non-covered Recipient Entity,,,,,,,5950 UNIVERSITY AVE STE 195,,WEST DES MOINES,50266,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,270.22,03/25/2015,In-kind items and services,318631080,,,"A Randomized, Openlabel, 2arm Parallelgroup, Multicenter, 26week Study Assessing the Safety and Efficacy of H0E901U300 Versus Lantus in Older Patients With Type 2 Diabetes Inadequately Controlled on A",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,150.00,09/08/2015,Cash or cash equivalent,318601366,,,Eff-Humalog vs Lispro-T2DM pts,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,36.00,05/08/2015,Cash or cash equivalent,318620542,,,"Six-month, Randomized, Open-label, Parallel-group Comparison of the Insulin Analog SAR342434 to Humalog? in Adult Patients With Type 2 Diabetes Mellitus Also Using Insulin Glargine",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,89.20,05/19/2015,Cash or cash equivalent,318620694,,,"Six-month, Randomized, Open-label, Parallel-group Comparison of the Insulin Analog SAR342434 to Humalog? in Adult Patients With Type 2 Diabetes Mellitus Also Using Insulin Glargine",,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,40.06,07/08/2015,In-kind items and services,318645907,,,"OpenLabel Extension Study of EFC12492, R727CL1112, EFC12732 and LTS11717 Studies to Assess the LongTerm Safety and Efficacy of Alirocumab in Patients With Heterozygous Familial Hypercholesterolemia",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,31.69,08/12/2015,In-kind items and services,318626101,,,"Six-month, Randomized, Open-label, Parallel-group Comparison of the Insulin Analog SAR342434 to Humalog in Adult Patients With Type 2 Diabetes Mellitus Also Using Insulin Glargine",,
Non-covered Recipient Entity,,,,,,,5950 UNIVERSITY AVE STE 195,,WEST DES MOINES,50266,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,67.80,07/29/2015,In-kind items and services,318623662,,,"A Randomized, Open-label, 2-arm Parallel-group, Multicenter, 26-week Study Assessing the Safety and Efficacy of H0E901-U300 Versus Lantus in Older Patients With Type 2 Diabetes Inadequately Controlled",,
Non-covered Recipient Entity,,,,,,,2055 KIMBALL AVE,,WATERLOO,50702,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,270.22,02/26/2015,In-kind items and services,318619280,,,"A Randomized, Openlabel, 2arm Parallelgroup, Multicenter, 26week Study Assessing the Safety and Efficacy of H0E901U300 Versus Lantus in Older Patients With Type 2 Diabetes Inadequately Controlled on A",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,315.00,07/08/2015,In-kind items and services,318626452,,,"A Randomized, Open-label, 2-arm Parallel-group, Multicenter, 26-week Study Assessing the Safety and Efficacy of H0E901-U300 Versus Lantus in Older Patients With Type 2 Diabetes Inadequately Controlled",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,79.32,07/09/2015,In-kind items and services,318626460,,,"A Randomized, Open-label, 2-arm Parallel-group, Multicenter, 26-week Study Assessing the Safety and Efficacy of H0E901-U300 Versus Lantus in Older Patients With Type 2 Diabetes Inadequately Controlled",,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,5.10,08/07/2015,In-kind items and services,318646513,,,"OpenLabel Extension Study of EFC12492, R727CL1112, EFC12732 and LTS11717 Studies to Assess the LongTerm Safety and Efficacy of Alirocumab in Patients With Heterozygous Familial Hypercholesterolemia",,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,11254.79,06/15/2015,In-kind items and services,318594711,LANTUS,,Epidemiology of Diabetes Interventions and Complications,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,2125.00,09/08/2015,Cash or cash equivalent,318602568,,,SENIOR Eff Elderly T2DM study,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,2480.00,09/08/2015,Cash or cash equivalent,318602585,,,SENIOR Eff Elderly T2DM study,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,29.10,07/11/2015,In-kind items and services,318626552,,,"Six-month, Randomized, Open-label, Parallel-group Comparison of the Insulin Analog SAR342434 to Humalog in Adult Patients With Type 2 Diabetes Mellitus Also Using Insulin Glargine",,
Non-covered Recipient Entity,,,,,,,5950 UNIVERSITY AVE STE 195,,WEST DES MOINES,50266,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,108.26,06/04/2015,Cash or cash equivalent,318621626,,,"A Randomized, Open-label, 2-arm Parallel-group, Multicenter, 26-week Study Assessing the Safety and Efficacy of H0E901-U300 Versus Lantus in Older Patients With Type 2 Diabetes Inadequately Controlled",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,39.05,08/18/2015,In-kind items and services,318626720,,,"Six-month, Randomized, Open-label, Parallel-group Comparison of the Insulin Analog SAR342434 to Humalog in Adult Patients With Type 2 Diabetes Mellitus Also Using Insulin Glargine",,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,1071.00,08/13/2015,Cash or cash equivalent,318644068,,,"OpenLabel Extension Study of EFC12492, R727CL1112, EFC12732 and LTS11717 Studies to Assess the LongTerm Safety and Efficacy of Alirocumab in Patients With Heterozygous Familial Hypercholesterolemia",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,1200.00,09/22/2015,Cash or cash equivalent,318591336,,,Eff - Lixi vs rapid-acting insulin on top of lantus,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,705.00,09/08/2015,Cash or cash equivalent,318603180,,,Eff-Humalog vs Lispro-T1DM pts,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,427.00,09/08/2015,Cash or cash equivalent,318603202,,,Eff-Humalog vs Lispro-T1DM pts,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,1560.00,09/22/2015,Cash or cash equivalent,318591537,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,248.43,01/12/2015,In-kind items and services,318614185,,,"A Randomized, Openlabel, 2arm Parallelgroup, Multicenter, 26week Study Assessing the Safety and Efficacy of H0E901U300 Versus Lantus in Older Patients With Type 2 Diabetes Inadequately Controlled on A",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,48.00,08/04/2015,In-kind items and services,318624410,,,"A Randomized, Open-label, 2-arm Parallel-group, Multicenter, 26-week Study Assessing the Safety and Efficacy of H0E901-U300 Versus Lantus in Older Patients With Type 2 Diabetes Inadequately Controlled",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,37.47,02/27/2015,In-kind items and services,318756278,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,1215 DUFF AVE,,AMES,50010,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,686.86,04/27/2015,In-kind items and services,318734064,,,ODYSSEY Outcomes: Evaluation of Cardiovascular Outcomes After an Acute Coronary Syndrome During Treatment With Alirocumab SAR236553 (REGN727),,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,17.34,03/04/2015,In-kind items and services,318756599,,,Eff-Humalog vs Lispro-T1DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,72.30,03/04/2015,In-kind items and services,318756626,,,Eff-Humalog vs Lispro-T1DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,200 HAWKINS DR #C34-10,,IOWA CITY,52242,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,1085.90,07/24/2015,In-kind items and services,318720924,,,QUEST,,
Non-covered Recipient Entity,,,,,,,1215 DUFF AVE,,AMES,50010,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,21.50,11/23/2015,In-kind items and services,318724302,PRALUENT,,ODYSSEY Outcomes: Evaluation of Cardiovascular Outcomes After an Acute Coronary Syndrome During Treatment With Alirocumab SAR236553 (REGN727),,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,5210.00,12/08/2015,Cash or cash equivalent,318734474,PRALUENT,,"A Randomized, Double-Blind, Placebo-Controlled, Parallel Group Study to Evaluate the Efficacy and Safety of Alirocumab in Insulin Treated Patients With Type 1 or Type 2 Diabetes and With Hypercholeste",,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,336.01,02/27/2015,In-kind items and services,318757091,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,562.50,03/18/2015,In-kind items and services,318746811,,,Eff-Humalog vs Lispro-T1DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,145.52,02/27/2015,In-kind items and services,318757107,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Non-covered Recipient Entity,,,,,,,411 LAUREL ST STE 3262,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,242.57,02/27/2015,In-kind items and services,318757144,,,Eff-Humalog vs Lispro-T2DM pts using Insulin Glargine-SC,,
Covered Recipient Teaching Hospital,2949,BROADLAWNS MEDICAL CENTER,,,,,1801 HICKMAN ROAD,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,2340.00,09/28/2015,Cash or cash equivalent,318728130,LANTUS,TOUJEO,"A Randomized, Open-label, Parallel Group Real World Pragmatic Trial to Assess the Clinical and Health Outcomes of Toujeo Compared to Commercially Available Basal Insulins for Initiation of Therapy in",,
Covered Recipient Teaching Hospital,2949,BROADLAWNS MEDICAL CENTER,,,,,1801 HICKMAN ROAD,,DES MOINES,50314,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,5000.00,08/04/2015,Cash or cash equivalent,318740582,LANTUS,TOUJEO,"A Randomized, Open-label, Parallel Group Real World Pragmatic Trial to Assess the Clinical and Health Outcomes of Toujeo Compared to Commercially Available Basal Insulins for Initiation of Therapy in",,
Covered Recipient Teaching Hospital,2815,TRINITY BETTENDORF,,,,,4500 UTICA RIDGE ROAD,,BETTENDORF,52722,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,141.44,10/27/2015,In-kind items and services,318718514,PRALUENT,,ODYSSEY Outcomes: Evaluation of Cardiovascular Outcomes After an Acute Coronary Syndrome During Treatment With Alirocumab SAR236553 (REGN727),,
Covered Recipient Teaching Hospital,2815,TRINITY BETTENDORF,,,,,4500 UTICA RIDGE ROAD,,BETTENDORF,52722,,,Sanofi and Genzyme US Companies,100000000067,SANOFI US SERVICES INC.,NJ,321.82,11/23/2015,In-kind items and services,318725597,PRALUENT,,ODYSSEY Outcomes: Evaluation of Cardiovascular Outcomes After an Acute Coronary Syndrome During Treatment With Alirocumab SAR236553 (REGN727),,
