Covered_Recipient_Type,Teaching_Hospital_ID,Teaching_Hospital_Name,Physician_Profile_ID,Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_Zip_Code,Physician_Primary_Type,Physician_Specialty,Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID
Non-covered Recipient Entity,,,,,,,230 NEBRASKA ST,,SIOUX CITY,51101,,,"Genentech, Inc.",100000010364,Roche Products Limited,,1553.00,04/08/2014,Cash or cash equivalent,227855396
Non-covered Recipient Entity,,,,,,,230 NEBRASKA ST,,SIOUX CITY,51101,,,"Genentech, Inc.",100000005726,Hoffmann-La Roche Limited,,8040.60,07/16/2014,Cash or cash equivalent,227855384
Non-covered Recipient Entity,,,,,,,230 NEBRASKA ST,,SIOUX CITY,51101,,,"Genentech, Inc.",100000005726,Hoffmann-La Roche Limited,,1050.00,03/10/2014,Cash or cash equivalent,227855406
Non-covered Recipient Entity,,,,,,,230 NEBRASKA ST,,SIOUX CITY,51101,,,"Genentech, Inc.",100000005726,Hoffmann-La Roche Limited,,300.00,08/15/2014,Cash or cash equivalent,227855380
Non-covered Recipient Entity,,,,,,,230 NEBRASKA ST,,SIOUX CITY,51101,,,"Genentech, Inc.",100000005726,Hoffmann-La Roche Limited,,750.00,11/20/2014,Cash or cash equivalent,227855382
Non-covered Recipient Entity,,,,,,,200 HAWKINS DR,,IOWA CITY,52242,,,"Genentech, Inc.",100000010434,"Chugai Pharmaceutical Co., Ltd.",,50000.00,09/25/2014,Cash or cash equivalent,227855368
Covered Recipient Teaching Hospital,1759,GENESIS MEDICAL CENTER,,,,,1227 E Rusholme St,,Davenport,52803,,,BOSTON SCIENTIFIC CORPORATION,100000005674,Boston Scientific Corporation,MA,2025.00,06/02/2014,Cash or cash equivalent,227625560
Non-covered Recipient Entity,,,,,,,230 NEBRASKA ST,,SIOUX CITY,51101,,,"Genentech, Inc.",100000000089,"Genentech, Inc.",CA,5000.00,05/27/2014,Cash or cash equivalent,227855462
Non-covered Recipient Entity,,,,,,,230 NEBRASKA ST,,SIOUX CITY,51101,,,"Genentech, Inc.",100000000089,"Genentech, Inc.",CA,750.00,02/26/2014,Cash or cash equivalent,227855460
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,AstraZeneca Pharmaceuticals LP,100000010370,AstraZeneca UK Limited,,4829.21,11/13/2014,Cash or cash equivalent,227702502
Covered Recipient Teaching Hospital,1751,MERCY MEDICAL CENTER-DES MOINES,,,,,1111 6th Ave,,Des Moines,50314,,,"Medtronic Vascular, Inc.",100000010384,"Medtronic Vascular, Inc.",MN,2250.00,06/04/2014,Cash or cash equivalent,120598231
Non-covered Recipient Entity,,,,,,,5880 University Ave,,West Des Moines,50266,,,"Medtronic Vascular, Inc.",100000010384,"Medtronic Vascular, Inc.",MN,5000.00,06/17/2014,Cash or cash equivalent,120610517
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,167.20,09/16/2014,Cash or cash equivalent,163719280
Non-covered Recipient Entity,,,,,,,210 E IOWA AVE,,IOWA CITY,52242,,,NOVARTIS PHARMACEUTICALS CORPORATION,100000000228,NOVARTIS PHARMACEUTICALS CORPORATION,NJ,221376.25,01/01/2014,In-kind items and services,270193570
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,16.25,06/19/2014,Cash or cash equivalent,163716228
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,716.56,04/01/2014,Cash or cash equivalent,163717512
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,193.20,08/04/2014,Cash or cash equivalent,163718750
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,11475.00,11/27/2014,Cash or cash equivalent,163719366
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,250.80,09/17/2014,Cash or cash equivalent,163719998
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,B5 JESSUP HALL,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,2812.80,04/30/2014,Cash or cash equivalent,163714600
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,6241.60,09/26/2014,Cash or cash equivalent,163718184
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,194.00,09/25/2014,Cash or cash equivalent,163720028
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,13.44,06/04/2014,Cash or cash equivalent,163714740
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,1226.65,11/13/2014,Cash or cash equivalent,163718208
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,3500.00,03/07/2014,Cash or cash equivalent,163718832
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,56.93,08/25/2014,Cash or cash equivalent,163720684
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,386.12,09/19/2014,Cash or cash equivalent,163720179
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,7063.00,02/19/2014,Cash or cash equivalent,163715382
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,4128.00,02/19/2014,Cash or cash equivalent,163715388
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,2000.00,02/25/2014,Cash or cash equivalent,163715404
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,197.96,02/27/2014,Cash or cash equivalent,163715506
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,183.97,03/10/2014,Cash or cash equivalent,163715524
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,56.72,07/18/2014,Cash or cash equivalent,163717760
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,73.18,10/28/2014,Cash or cash equivalent,163719660
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,193.75,07/07/2014,Cash or cash equivalent,163717170
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,15177.60,07/17/2014,Cash or cash equivalent,163717788
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,1115.63,02/07/2014,Cash or cash equivalent,163718428
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,2194.20,11/12/2014,Cash or cash equivalent,163719683
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,682.41,04/01/2014,Cash or cash equivalent,163715792
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,116.05,04/03/2014,Cash or cash equivalent,163715810
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,729.95,06/25/2014,Cash or cash equivalent,163716580
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,194.00,09/23/2014,Cash or cash equivalent,163720378
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,371.08,04/23/2014,Cash or cash equivalent,163716020
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,3684.00,03/07/2014,Cash or cash equivalent,163717326
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,28.45,07/22/2014,Cash or cash equivalent,163717940
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,388.00,09/18/2014,Cash or cash equivalent,163719842
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,105.48,03/12/2014,Cash or cash equivalent,163714290
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,396.26,07/24/2014,Cash or cash equivalent,163717974
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,175.00,04/07/2014,Cash or cash equivalent,163714362
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,09/08/2014,Cash or cash equivalent,163763184
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,415.00,09/08/2014,Cash or cash equivalent,163762872
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,24276.00,06/25/2014,Cash or cash equivalent,163764326
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,180.00,09/05/2014,Cash or cash equivalent,163762570
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,200.00,09/10/2014,Cash or cash equivalent,163763312
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,20.00,09/17/2014,Cash or cash equivalent,163760798
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,1021.20,06/25/2014,Cash or cash equivalent,163764438
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,20.00,09/15/2014,Cash or cash equivalent,163760146
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,08/12/2014,Cash or cash equivalent,163761258
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,7.00,09/09/2014,Cash or cash equivalent,163764126
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,08/06/2014,Cash or cash equivalent,163762014
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,250.00,06/25/2014,Cash or cash equivalent,163764542
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,180.00,08/12/2014,Cash or cash equivalent,163760960
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,5047.20,09/12/2014,Cash or cash equivalent,163763136
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,20284.80,09/12/2014,Cash or cash equivalent,163762810
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,09/16/2014,Cash or cash equivalent,163760654
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,202.50,09/30/2014,Cash or cash equivalent,163753924
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,276.25,05/29/2014,Cash or cash equivalent,163758142
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,120.00,05/28/2014,Cash or cash equivalent,163758872
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,180.00,05/22/2014,Cash or cash equivalent,163758534
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,120.00,07/16/2014,Cash or cash equivalent,163756284
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,05/29/2014,Cash or cash equivalent,163757604
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,202.50,09/30/2014,Cash or cash equivalent,163753298
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,260.00,09/25/2014,Cash or cash equivalent,163753668
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,847.20,11/11/2014,Cash or cash equivalent,163752582
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,1964.75,10/17/2014,Cash or cash equivalent,163752612
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,05/28/2014,Cash or cash equivalent,163758648
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,80.00,05/21/2014,Cash or cash equivalent,163757124
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,180.00,05/27/2014,Cash or cash equivalent,163758344
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,252.50,10/15/2014,Cash or cash equivalent,163752298
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,20.00,09/26/2014,Cash or cash equivalent,163754502
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,3.30,05/20/2014,Cash or cash equivalent,163758708
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,09/29/2014,Cash or cash equivalent,163753804
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,864.20,10/06/2014,Cash or cash equivalent,163753114
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,07/23/2014,Cash or cash equivalent,163755512
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,120.00,07/18/2014,Cash or cash equivalent,163756150
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,239.55,08/29/2014,Cash or cash equivalent,163769022
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,08/29/2014,Cash or cash equivalent,163769442
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,300.00,06/27/2014,Cash or cash equivalent,163766350
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,120.00,07/03/2014,Cash or cash equivalent,163773182
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,07/31/2014,Cash or cash equivalent,163772068
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,817.95,06/30/2014,Cash or cash equivalent,163767248
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,08/19/2014,Cash or cash equivalent,163769888
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,09/04/2014,Cash or cash equivalent,163768798
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,08/27/2014,Cash or cash equivalent,163767444
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,08/05/2014,Cash or cash equivalent,163771796
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,07/29/2014,Cash or cash equivalent,163772142
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,1000.00,08/05/2014,Cash or cash equivalent,163772514
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,09/03/2014,Cash or cash equivalent,163769596
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,180.00,08/22/2014,Cash or cash equivalent,163770322
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,79.75,09/02/2014,Cash or cash equivalent,163767504
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,420.00,07/25/2014,Cash or cash equivalent,163772216
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,09/03/2014,Cash or cash equivalent,163769288
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,06/27/2014,Cash or cash equivalent,163766922
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,120.00,08/18/2014,Cash or cash equivalent,163770472
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,60.00,07/31/2014,Cash or cash equivalent,163771958
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,56.93,10/30/2014,Cash or cash equivalent,163721196
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,542.41,01/09/2014,Cash or cash equivalent,163723150
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,349.50,08/21/2014,Cash or cash equivalent,163721882
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,295.00,10/14/2014,Cash or cash equivalent,163752206
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,873.75,11/26/2014,Cash or cash equivalent,163722026
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,220.00,02/13/2014,Cash or cash equivalent,163725628
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,8088.00,02/11/2014,Cash or cash equivalent,163726320
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,719.15,12/16/2014,Cash or cash equivalent,163723398
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,140.00,02/06/2014,Cash or cash equivalent,163725298
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,3000.00,02/11/2014,Cash or cash equivalent,163725994
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,162.50,08/28/2014,Cash or cash equivalent,163722086
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,1064.15,10/20/2014,Cash or cash equivalent,163722093
Non-covered Recipient Entity,,,,,,,201 RIDGE STREETSUITE 201,,COUNCIL BLUFFS,51503,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,1573.62,01/08/2014,Cash or cash equivalent,163731302
Non-covered Recipient Entity,,,,,,,1701 W BROADWAY,,COUNCIL BLUFFS,51501,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,80.00,01/30/2014,Cash or cash equivalent,163726386
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,14387.40,10/30/2014,Cash or cash equivalent,163721012
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,14170.60,09/11/2014,Cash or cash equivalent,163721666
Non-covered Recipient Entity,,,,,,,1111 6TH AVE,STE 450,DES MOINES,50314,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,3700.00,09/11/2014,Cash or cash equivalent,163721681
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVEDIVISION OF ENDOCRINOLOGYDE,,IOWA CITY,52242,,,Novo Nordisk AS,100000000163,Novo Nordisk AS,,203.45,05/12/2014,Cash or cash equivalent,163723068
